district,subway,school,per_price
福田,1,1,7.2745
福田,1,1,5.0005
福田,1,1,7.2957
福田,1,1,8.3014
福田,1,1,12.1461
福田,1,0,12.452
福田,1,1,6.803
福田,1,1,1.86
福田,1,0,14.2474
福田,1,1,7.2655
福田,1,0,6.6795
福田,1,1,11.5879
福田,1,0,5.4697
福田,1,1,6.4988
福田,0,0,11.0532
福田,1,0,3.782
福田,1,1,6.1827
福田,1,1,7.8029
福田,1,1,11.3275
福田,1,1,7.4666
福田,1,1,4.6947
福田,1,1,7.2819
福田,1,0,6.6973
福田,1,1,6.1248
福田,1,0,5.75
福田,1,1,5.9488
福田,1,1,5.0452
福田,1,0,2.36
福田,1,1,9.428
福田,1,1,6.7521
福田,1,1,6.25
福田,1,1,5.6953
福田,1,1,5.9363
福田,1,1,9.7855
福田,1,0,5.8556
福田,1,1,13.6798
福田,1,1,4.525
福田,1,1,7.4439
福田,1,1,5.3232
福田,1,1,7.884
福田,1,0,10.5006
福田,1,0,4.9317
福田,1,1,10.0424
福田,1,1,15.2542
福田,1,0,5.8977
福田,1,0,5.4516
福田,1,1,20.4237
福田,1,0,5.1939
福田,1,1,17.0835
福田,1,0,15.9226
福田,1,1,8.9626
福田,1,1,9.2601
福田,1,0,6.0556
福田,1,1,5.4885
福田,1,1,9.6626
福田,1,1,14.7634
福田,1,1,14.1291
福田,1,1,9.7862
福田,1,1,8.6335
福田,1,1,8.6315
福田,1,0,5.7029
福田,1,1,7.9468
福田,1,1,4.9501
福田,1,1,7.7441
福田,1,1,7.1487
福田,1,0,9.0263
福田,1,1,14.7367
福田,1,1,7.3529
福田,1,1,9.2196
福田,1,0,6.6137
福田,1,1,10.9058
福田,1,1,11.9266
福田,0,1,10.1524
福田,1,0,10.909
福田,1,1,6.3879
福田,1,1,5.9793
福田,1,0,7.1556
福田,1,1,18.6803
福田,1,1,18.6578
福田,0,1,8.6327
福田,1,1,11.6745
福田,1,0,5.6138
福田,1,1,7.002
福田,1,1,6.1902
福田,1,1,6.3975
福田,1,0,13.2167
福田,1,1,6.0085
福田,1,1,5.1449
福田,1,1,13.1909
福田,1,0,8.0686
福田,1,1,4.6438
福田,1,1,9.6073
福田,1,1,7.1988
福田,1,1,7.8696
福田,1,1,6.4478
福田,1,0,3.1123
福田,1,0,18.621
福田,1,1,6.0103
福田,1,0,6.9688
福田,1,1,8.9126
福田,1,1,6.2604
福田,1,1,7.9287
福田,1,1,7.2644
福田,1,1,7.7481
福田,1,1,9.6732
福田,1,1,6.2765
福田,1,1,3.782
福田,1,1,8.254
福田,1,1,4.8579
福田,1,1,16.1053
福田,1,0,5.1896
福田,1,1,8.7808
福田,1,1,12.2518
福田,1,1,9.7396
福田,1,1,6.9608
福田,1,0,8.2759
福田,1,1,30.5924
福田,1,1,5.0818
福田,1,1,11.8071
福田,1,1,15.862
福田,1,1,11.3064
福田,1,1,6.7692
福田,1,1,10.8863
福田,1,1,4.6944
福田,1,1,6.4993
福田,1,1,12.6721
福田,1,1,10.4481
福田,1,0,7.7511
福田,1,1,11.2
福田,1,1,6.7471
福田,1,1,8.7066
福田,1,0,9.9054
福田,1,0,8.8838
福田,1,1,14.3817
福田,1,0,10.5017
福田,1,0,7.6664
福田,1,0,8.2587
福田,1,0,8.706
福田,1,1,5.4415
福田,1,1,8.9418
福田,1,0,16.7224
福田,1,0,17.7075
福田,1,1,14.6772
福田,1,0,8.6574
福田,1,1,15.1607
福田,1,0,7.8554
福田,1,1,7.1609
福田,1,1,8.1789
福田,1,1,10.101
福田,1,1,6.0703
福田,1,1,9.4404
福田,1,1,4.5127
福田,1,1,16.6794
福田,0,0,9.8034
福田,1,1,10.6586
福田,1,1,10.3059
福田,1,1,12.3052
福田,1,1,9.5858
福田,1,1,4.7536
福田,1,1,11.7368
福田,1,1,7.63
福田,1,1,5.6
福田,1,0,8.7933
福田,0,0,9.7571
福田,1,1,7.2213
福田,1,1,7.4104
福田,1,1,7.2868
福田,1,0,9.3499
福田,0,0,9.6377
福田,1,0,13.3539
福田,1,0,11.7012
福田,1,1,19.9351
福田,1,1,9.8958
福田,1,1,13.447
福田,1,0,7.3333
福田,1,1,8.2138
福田,1,1,12.7678
福田,1,1,7.1069
福田,1,0,9.8039
福田,1,1,5.3019
福田,0,0,9.959
福田,1,1,7.0082
福田,1,1,4.2037
福田,1,1,7.3685
福田,1,1,4.8905
福田,1,0,6.9021
福田,1,0,11.1398
福田,1,0,8.1926
福田,1,1,6.3914
福田,1,1,9.6332
福田,1,1,10.8016
福田,1,1,7.4096
福田,1,1,5.7738
福田,1,1,10.1747
福田,1,0,6.4136
福田,1,1,13.1838
福田,1,1,11.7375
福田,1,1,7.1676
福田,1,1,7.0529
福田,1,1,5.5328
福田,1,1,7.9956
福田,1,1,5.0512
福田,1,1,8.4348
福田,1,1,13.1498
福田,1,1,11.3735
福田,1,1,12.9979
福田,1,1,7.3102
福田,1,1,6.3753
福田,1,1,6.6414
福田,1,1,8.3948
福田,1,1,13.2535
福田,1,1,9.7074
福田,1,1,6.0473
福田,1,0,10.8592
福田,1,1,5.8333
福田,1,1,8.0388
福田,1,0,16.1969
福田,1,0,7.4524
福田,0,0,12.2123
福田,1,1,10.7078
福田,1,0,9.8674
福田,1,0,10.068
福田,1,1,5.294
福田,1,0,6.8516
福田,1,1,4.2223
福田,1,0,4.9859
福田,1,1,6.796
福田,1,1,8.5434
福田,1,1,6.0804
福田,1,1,6.9291
福田,1,1,8.0162
福田,1,1,9.3052
福田,1,1,16.0752
福田,1,1,8.254
福田,1,1,10.5325
福田,1,0,5.6701
福田,1,1,19.9007
福田,1,1,8.4508
福田,1,1,6.791
福田,1,1,8.6589
福田,1,1,10.1798
福田,1,1,4.0441
福田,1,0,16.7224
福田,1,0,5.6375
福田,1,1,7.1609
福田,1,1,11.8604
福田,1,0,5.2192
福田,1,1,8.8284
福田,1,1,7.6581
福田,1,0,11.1482
福田,1,0,9.3441
福田,1,1,8.1028
福田,1,1,4.7714
福田,0,1,8.9696
福田,1,1,8.0273
福田,1,0,5.7053
福田,1,1,9.8643
福田,1,1,5.1451
福田,1,1,4.2112
福田,1,0,8.4541
福田,1,0,7.8436
福田,1,1,6.8259
福田,1,1,18.9483
福田,1,0,14.6633
福田,1,1,3.8
福田,1,0,5.7313
福田,1,1,5.9577
福田,1,1,6.9338
福田,1,1,13.8504
福田,0,1,7.5241
福田,1,0,18.2492
福田,1,1,5.0714
福田,1,1,12.0492
福田,1,0,7.8891
福田,1,1,21.635
福田,1,1,18.755
福田,1,0,6.8065
福田,1,1,8.5975
福田,1,0,6.1333
福田,1,1,6.0087
福田,1,0,6.7145
福田,0,1,8.463
福田,1,1,9.2304
福田,1,1,6.6596
福田,1,1,20.4482
福田,1,1,10.0191
福田,1,1,7.8947
福田,1,1,11.1315
福田,1,0,7.0685
福田,1,0,8.24
福田,1,1,7.7325
福田,1,0,8.4961
福田,1,0,13.9158
福田,1,0,7.352
福田,1,1,7.0
福田,0,0,10.6347
福田,1,1,6.0087
福田,1,1,5.1546
福田,1,1,5.4424
福田,1,1,7.8029
福田,1,0,12.012
福田,1,1,5.6053
福田,1,1,6.3682
福田,1,1,8.6195
福田,1,1,4.1948
福田,1,1,5.7103
福田,1,0,7.3542
福田,1,1,5.1961
福田,1,0,5.8273
福田,1,1,5.6412
福田,1,1,4.4067
福田,1,1,7.9703
福田,1,1,6.9464
福田,1,0,5.8977
福田,1,1,7.1826
福田,1,1,8.5911
福田,1,1,9.606
福田,1,1,7.1069
福田,1,1,13.1973
福田,1,0,10.6296
福田,1,0,6.8912
福田,1,1,6.0928
福田,1,0,9.3892
福田,1,1,10.8518
福田,1,1,5.1557
福田,1,1,7.485
福田,1,1,8.1844
福田,1,1,6.7348
福田,1,1,6.0496
福田,1,1,6.259
福田,0,0,8.9364
福田,1,0,8.8205
福田,1,1,5.1685
福田,1,0,6.7347
福田,1,0,14.1141
福田,1,1,7.4597
福田,1,0,3.1111
福田,1,0,7.3025
福田,1,1,7.1233
福田,1,1,8.2202
福田,1,1,5.3258
福田,1,1,8.6541
福田,1,0,6.3486
福田,1,1,12.0495
福田,1,1,7.0009
福田,1,0,6.3066
福田,1,1,8.6673
福田,1,0,13.7965
福田,1,1,8.7996
福田,1,1,10.7488
福田,1,0,8.6194
福田,1,1,6.578
福田,1,1,9.0805
福田,1,1,5.6983
福田,1,0,9.5205
福田,1,0,6.0783
福田,1,0,6.4575
福田,1,0,10.4417
福田,1,1,13.4984
福田,1,1,8.9643
福田,1,0,6.2848
福田,1,1,9.4192
福田,1,1,8.6497
福田,1,1,7.7248
福田,1,0,5.7419
福田,1,1,6.3016
福田,1,0,11.8047
福田,1,1,6.7812
福田,1,1,6.3116
福田,1,1,3.7666
福田,1,1,5.1436
福田,1,0,18.9035
福田,1,1,14.043
福田,1,1,4.8946
福田,1,1,7.946
福田,1,0,6.8533
福田,0,0,10.0215
福田,1,1,11.9393
福田,1,1,5.7991
福田,1,1,9.5008
福田,1,1,4.688
福田,1,0,7.5587
福田,1,1,7.7679
福田,1,1,7.2108
福田,1,1,4.4592
福田,1,1,13.4986
福田,1,0,10.984
福田,1,0,12.9449
福田,1,1,7.1341
福田,1,1,13.2198
福田,1,1,11.0294
福田,0,0,9.0919
福田,1,1,8.6638
福田,1,1,7.4778
福田,1,1,6.1697
福田,1,1,7.9439
福田,1,1,10.084
福田,1,1,1.83
福田,1,1,6.2106
福田,1,1,17.4141
福田,1,1,6.8072
福田,1,0,8.3603
福田,1,1,5.0449
福田,1,0,6.4006
福田,1,1,6.4862
福田,1,1,5.1889
福田,1,1,6.3833
福田,1,1,13.6029
福田,1,1,10.5048
福田,1,0,16.2069
福田,1,1,4.5145
福田,1,1,3.4875
福田,1,1,21.4181
福田,1,1,12.0849
福田,1,1,10.4426
福田,1,1,7.1482
福田,1,0,11.9318
福田,1,1,6.1616
福田,1,1,15.6692
福田,1,1,5.1596
福田,1,1,6.2019
福田,1,1,7.6461
福田,1,1,9.3328
福田,1,1,8.4338
福田,1,1,19.7165
福田,1,1,15.3426
福田,1,0,8.5278
福田,1,0,13.1555
福田,1,0,5.5928
福田,1,1,4.7301
福田,1,1,9.7292
福田,1,1,12.2972
福田,1,1,10.142
福田,1,1,6.6023
福田,1,1,7.8026
福田,1,1,4.9361
福田,1,1,7.5178
福田,1,1,8.7544
福田,1,0,7.17
福田,1,1,4.8154
福田,1,0,9.971
福田,1,0,18.0557
福田,1,0,16.309
福田,1,0,14.6464
福田,1,0,9.296
福田,1,1,8.3945
福田,1,0,14.4224
福田,1,1,7.8026
福田,1,0,5.0565
福田,1,1,19.4082
福田,1,1,9.1445
福田,1,1,8.2325
福田,1,1,8.4949
福田,1,1,8.314
福田,1,1,8.2284
福田,1,1,6.8307
福田,1,1,8.2849
福田,1,0,12.8628
福田,1,0,6.3793
福田,1,1,8.2419
福田,1,0,14.7826
福田,1,1,9.0372
福田,1,1,8.7417
福田,1,0,8.4578
福田,1,1,7.3497
福田,1,1,9.3426
福田,1,1,10.2428
福田,0,1,10.0971
福田,1,0,16.9658
福田,1,0,14.8581
福田,1,1,15.7865
福田,1,0,7.0814
福田,1,1,8.4596
福田,1,0,9.5
福田,1,1,7.7435
福田,1,0,7.5138
福田,1,1,9.6598
福田,1,0,6.6252
福田,1,1,5.7029
福田,1,1,7.7373
福田,1,0,7.6495
福田,1,0,3.2307
福田,1,1,6.6974
福田,1,0,7.052
福田,1,1,8.5899
福田,1,1,10.4805
福田,1,0,7.0744
福田,1,0,5.6908
福田,1,1,7.7919
福田,1,1,6.5775
福田,1,0,10.8351
福田,1,0,6.1547
福田,1,0,6.1405
福田,1,0,5.4112
福田,1,1,5.9619
福田,1,0,19.6891
福田,1,1,9.258
福田,1,1,7.9213
福田,1,1,7.5129
福田,1,1,4.1926
福田,1,1,9.574
福田,1,1,4.4517
福田,1,1,5.485
福田,1,1,5.7573
福田,1,0,10.0182
福田,0,0,4.07
福田,1,1,3.8488
福田,1,0,5.199
福田,1,1,6.8846
福田,1,1,5.702
福田,1,1,5.8602
福田,1,1,8.1618
福田,1,1,5.3789
福田,1,0,6.4994
福田,1,1,3.6925
福田,1,1,14.5255
福田,1,1,5.0452
福田,1,1,1.3846
福田,1,0,7.7695
福田,1,1,4.7131
福田,1,1,1.3826
福田,1,1,8.7929
福田,1,0,6.0413
福田,1,0,6.7662
福田,1,1,5.3308
福田,1,1,7.4289
福田,1,1,12.2679
福田,1,0,8.8235
福田,1,1,5.8399
福田,1,1,7.5847
福田,1,0,3.8037
福田,1,1,21.9198
福田,1,1,7.8012
福田,1,1,4.0038
福田,1,1,6.2225
福田,1,1,3.9991
福田,1,1,16.8051
福田,1,0,6.5978
福田,1,0,7.241
福田,1,1,3.7972
福田,1,1,11.7647
福田,1,1,5.7374
福田,1,1,7.6699
福田,1,1,10.8597
福田,1,1,9.3649
福田,1,1,4.1948
福田,1,0,8.3391
福田,1,0,10.5211
福田,1,0,7.7088
福田,1,1,16.7678
福田,1,1,4.4648
福田,1,1,13.2814
福田,1,0,6.5002
福田,1,1,6.052
福田,1,0,7.3855
福田,1,1,7.7295
福田,1,0,14.1117
福田,1,1,7.4751
福田,0,0,12.3565
福田,1,1,10.5034
福田,1,1,7.2098
福田,1,0,9.0651
福田,1,0,9.2096
福田,1,1,14.5781
福田,1,0,7.3779
福田,1,1,15.625
福田,1,1,7.2081
福田,1,0,6.8747
福田,1,1,17.7328
福田,1,1,9.3171
福田,1,1,8.6255
福田,1,1,12.8305
福田,1,1,7.6161
福田,1,1,7.1988
福田,1,1,17.61
福田,1,1,7.2175
福田,1,1,20.2865
福田,1,1,11.389
福田,1,1,6.0912
福田,1,1,10.7106
福田,1,1,4.7229
福田,1,1,13.2845
福田,1,1,6.1674
福田,1,0,9.601
福田,1,1,13.1838
福田,1,1,9.5107
福田,1,1,12.2148
福田,1,1,20.155
福田,1,1,15.97
福田,1,1,4.1043
福田,1,1,14.9812
福田,1,1,6.3364
福田,1,1,7.1181
福田,1,1,4.1822
福田,1,1,15.9897
福田,1,0,8.8205
福田,1,1,8.6191
福田,1,1,11.1328
福田,1,1,6.3177
福田,1,1,5.5609
福田,1,1,7.5793
福田,1,1,8.59
福田,1,0,7.056
福田,1,1,11.4445
福田,1,0,9.677
福田,0,1,9.4827
福田,1,1,8.706
福田,1,1,11.3778
福田,1,0,6.0642
福田,1,1,13.119
福田,1,0,6.5255
福田,1,1,11.0675
福田,1,1,11.3778
福田,1,0,5.9364
福田,1,1,6.456
福田,1,1,5.4595
福田,1,1,9.8693
福田,1,1,7.8801
福田,1,1,10.7711
福田,1,1,16.9483
福田,1,1,12.5
福田,1,1,5.5304
福田,1,0,7.525
福田,1,1,3.8917
福田,1,1,11.8343
福田,0,0,10.2603
福田,1,1,11.1884
福田,1,0,7.3925
福田,1,0,6.1584
福田,1,0,7.6815
福田,1,0,6.0723
福田,1,1,16.5089
福田,1,0,11.92
福田,1,0,5.5194
福田,1,0,6.1366
福田,1,1,15.97
福田,1,0,5.0519
福田,1,1,8.6829
福田,1,1,8.8588
福田,1,1,10.4332
福田,1,1,17.081
福田,1,1,5.749
福田,1,1,6.2877
福田,1,1,5.2358
福田,1,1,8.4404
福田,1,0,4.1054
福田,0,1,8.6226
福田,1,1,6.2074
福田,1,1,8.5117
福田,1,1,16.0807
福田,1,0,4.6334
福田,1,0,9.0589
福田,1,1,4.9989
福田,1,1,8.4007
福田,1,1,4.2857
福田,1,1,4.9233
福田,1,0,6.111
福田,1,1,7.8503
福田,1,1,8.4288
福田,1,0,18.4549
福田,1,1,7.1069
福田,1,1,4.4611
福田,1,1,12.4183
福田,1,1,7.9213
福田,1,0,6.2804
福田,1,1,10.1345
福田,1,1,11.4757
福田,1,1,15.899
福田,1,0,2.2857
福田,1,1,9.1228
福田,1,0,8.3766
福田,1,0,6.1381
福田,1,0,11.0353
福田,1,1,4.9043
福田,1,1,4.7573
福田,1,1,10.0075
福田,1,1,7.7171
福田,1,1,11.577
福田,1,1,6.1359
福田,1,1,20.5968
福田,1,1,5.7445
福田,1,1,4.0
福田,1,1,16.4941
福田,1,1,11.7419
福田,1,1,6.886
福田,1,1,6.5509
福田,1,1,8.6275
福田,1,1,8.5585
福田,1,1,16.0807
福田,1,1,7.2313
福田,1,0,3.4983
福田,1,1,8.0672
福田,0,0,10.6034
福田,1,1,5.7859
福田,1,1,13.0459
福田,1,1,17.1889
福田,1,1,4.7299
福田,1,1,8.5324
福田,1,0,9.6274
福田,1,1,5.0845
福田,1,0,7.2677
福田,1,1,9.8781
福田,1,0,4.3516
福田,1,1,15.2027
福田,1,1,8.7617
福田,1,1,6.9952
福田,1,0,6.9001
福田,1,1,8.9928
福田,1,1,6.4634
福田,1,1,5.0226
福田,1,1,5.7383
福田,1,1,10.256
福田,1,1,11.3244
福田,1,1,7.0933
福田,1,0,18.1686
福田,1,0,8.2464
福田,1,1,7.3056
福田,1,1,19.3556
福田,1,1,10.0
福田,1,1,5.4027
福田,1,1,7.7586
福田,1,1,9.4586
福田,1,1,5.7575
福田,1,1,4.9194
福田,1,1,17.5756
福田,1,0,2.4078
福田,1,1,8.7305
福田,1,0,10.8222
福田,1,1,19.3556
福田,1,0,6.9088
福田,1,1,9.8251
福田,1,1,11.7277
福田,1,1,4.3541
福田,1,1,4.6923
福田,1,1,8.0639
福田,1,0,7.9084
福田,1,0,4.3203
福田,1,1,4.4729
福田,1,0,7.1623
福田,1,1,8.148
福田,1,1,3.8814
福田,1,0,8.5588
福田,1,1,5.7835
福田,1,0,5.9585
福田,1,0,5.5297
福田,1,0,10.5207
福田,1,0,7.3855
福田,1,1,5.955
福田,1,0,5.9244
福田,1,0,7.577
福田,1,1,1.6454
福田,1,0,9.7915
福田,1,0,10.1875
福田,1,0,9.9659
福田,1,0,5.5474
福田,1,1,5.5701
福田,1,1,9.6263
福田,1,1,14.0338
福田,1,1,4.6149
福田,1,1,22.5365
福田,1,1,1.3318
福田,1,1,10.392
福田,1,1,7.6851
福田,1,0,13.592
福田,0,1,9.3062
福田,1,1,4.6105
福田,1,1,7.5194
福田,1,1,8.5185
福田,1,0,13.7746
福田,1,1,6.1779
福田,1,1,4.2396
福田,1,0,8.4907
福田,1,0,3.5057
福田,1,1,5.597
福田,1,0,5.9935
福田,1,1,4.4085
福田,1,0,5.9684
福田,1,1,6.2396
福田,1,0,4.807
福田,1,1,11.2696
福田,1,0,6.0661
福田,1,0,7.4374
福田,1,1,12.2379
福田,1,1,7.7173
福田,1,1,10.8916
福田,1,1,6.4809
福田,1,1,3.5501
福田,1,0,8.3222
福田,1,0,12.3466
福田,1,1,5.6579
福田,1,1,21.6666
福田,1,1,9.4866
福田,1,1,19.1533
福田,1,1,7.3613
福田,1,1,19.074
福田,1,1,9.1623
福田,1,1,10.5769
福田,1,0,8.1521
福田,1,0,10.9511
福田,1,1,4.3338
福田,1,0,13.5717
福田,1,1,6.1092
福田,1,0,13.91
福田,1,1,9.8877
福田,1,0,4.0784
福田,1,0,6.0793
福田,1,1,6.9464
福田,1,0,4.792
福田,1,0,5.7983
福田,1,1,11.1328
福田,1,1,11.9729
福田,1,1,4.7747
福田,0,0,11.2321
福田,1,0,8.3591
福田,1,1,4.1003
福田,1,1,10.392
福田,1,1,8.47
福田,1,1,9.9883
福田,1,0,19.7259
福田,1,1,7.3491
福田,1,1,8.7953
福田,1,1,7.8125
福田,1,0,8.3194
福田,1,0,14.1997
福田,1,1,8.0935
福田,1,0,10.6481
福田,1,1,7.618
福田,1,1,4.9666
福田,1,1,9.2699
福田,1,1,10.8597
福田,1,0,10.7471
福田,1,0,4.9899
福田,1,1,10.0275
福田,1,0,9.3412
福田,1,1,15.6559
福田,1,1,5.616
福田,1,0,9.3984
福田,1,1,7.0305
福田,1,1,5.7213
福田,1,1,8.3233
福田,1,0,8.9849
福田,1,1,11.3095
福田,1,1,6.8638
福田,1,0,14.0772
福田,1,0,6.9738
福田,1,0,9.4962
福田,1,1,11.5183
福田,1,1,7.4644
福田,1,0,8.5283
福田,1,1,20.4081
福田,1,1,13.67
福田,1,1,8.3945
福田,1,1,11.7754
福田,1,1,11.0769
福田,1,1,8.0177
福田,1,1,6.1397
福田,1,1,8.941
福田,1,1,11.4445
福田,1,1,13.1927
福田,1,0,8.0903
福田,1,0,15.8385
福田,1,0,5.7506
福田,1,1,11.6419
福田,1,1,9.3733
福田,1,1,7.1124
福田,1,1,10.094
福田,1,0,12.4437
福田,1,1,6.151
福田,1,1,15.82
福田,1,1,12.9261
福田,1,1,11.3189
福田,1,1,5.5212
福田,1,1,8.5023
福田,1,0,10.6643
福田,1,1,10.8194
福田,1,0,3.937
福田,1,1,8.1012
福田,1,1,6.1825
福田,1,0,4.9218
福田,1,1,6.9579
福田,1,1,7.7959
福田,1,1,8.3014
福田,1,0,9.7531
福田,1,1,10.8653
福田,1,1,18.7009
福田,1,1,10.7799
福田,1,1,5.5695
福田,1,1,15.3172
福田,1,0,5.4112
福田,1,0,7.7751
福田,1,0,4.7407
福田,1,1,5.8527
福田,1,1,6.4763
福田,1,0,6.3876
福田,1,0,7.5702
福田,1,1,9.2864
福田,1,1,7.627
福田,1,1,6.9927
福田,1,1,4.0145
福田,1,1,13.003
福田,1,0,13.859
福田,1,1,8.2433
福田,1,1,7.9707
福田,1,1,9.4854
福田,1,1,5.6067
福田,1,1,5.4229
福田,1,1,10.094
福田,1,1,6.6589
福田,1,1,6.9317
福田,1,1,8.4035
福田,1,1,23.5577
福田,1,1,9.4912
福田,1,0,11.0834
福田,1,1,7.1641
福田,1,1,5.7636
福田,1,0,1.4285
福田,1,1,14.1414
福田,1,0,8.2247
福田,1,1,6.4648
福田,1,1,16.5347
福田,1,0,13.3113
福田,1,1,1.4599
福田,1,1,5.5386
福田,1,0,7.6358
福田,1,1,3.8095
福田,1,1,8.0393
福田,1,0,6.5018
福田,1,1,9.1483
福田,1,1,9.8976
福田,1,1,6.7014
福田,1,0,6.238
福田,1,1,9.6036
福田,1,1,7.1152
福田,1,1,13.947
福田,1,1,13.9285
福田,1,0,11.5036
福田,1,0,7.6745
福田,1,1,6.3053
福田,1,1,7.3338
福田,1,1,6.9646
福田,1,0,6.1297
福田,1,0,6.0694
福田,1,1,16.0984
福田,1,1,5.7837
福田,1,0,11.6417
福田,1,0,6.0793
福田,1,1,9.8236
福田,1,0,11.0928
福田,1,1,3.5609
福田,1,0,8.0895
福田,1,1,16.648
福田,1,1,6.8259
福田,1,1,6.799
福田,1,1,4.8983
福田,1,0,6.3131
福田,1,0,11.2786
福田,1,0,12.7966
福田,0,0,10.0155
福田,1,1,11.8343
福田,1,0,10.1121
福田,1,0,9.3016
福田,1,1,8.994
福田,1,1,9.2323
福田,1,1,17.8349
福田,1,1,5.5032
福田,1,0,15.1794
福田,1,1,5.0577
福田,1,0,6.4779
福田,1,1,5.3121
福田,1,1,5.5396
福田,1,0,8.386
福田,0,1,10.0057
福田,1,0,6.0469
福田,1,0,5.0094
福田,1,0,7.9283
福田,1,1,7.6067
福田,1,1,18.8711
福田,1,1,5.0175
福田,1,1,8.2046
福田,1,1,8.4661
福田,1,0,5.8355
福田,1,1,8.0691
福田,1,1,7.8571
福田,1,0,8.2615
福田,1,1,7.1942
福田,1,0,8.9781
福田,1,0,10.1626
福田,1,0,7.3855
福田,1,1,7.0976
福田,1,0,7.8376
福田,1,0,10.4629
福田,1,0,9.0229
福田,1,1,7.753
福田,1,0,10.8333
福田,1,0,10.9152
福田,1,0,14.5769
福田,1,1,14.1043
福田,1,1,7.7999
福田,1,1,8.0053
福田,1,1,11.4302
福田,1,1,6.3703
福田,1,0,7.4014
福田,1,0,13.3892
福田,1,1,8.3537
福田,1,0,2.774
福田,1,1,11.1847
福田,1,1,6.208
福田,1,1,9.0579
福田,1,1,13.4234
福田,1,1,6.0124
福田,1,1,14.6666
福田,1,1,10.9599
福田,1,1,3.5171
福田,1,1,3.913
福田,1,1,8.9541
福田,1,1,9.7292
福田,1,0,7.6884
福田,1,1,8.3706
福田,1,1,6.605
福田,1,1,5.8252
福田,1,1,19.5262
福田,1,0,5.7581
福田,1,1,7.8555
福田,1,1,6.1725
福田,1,0,9.937
福田,1,1,13.5963
福田,1,1,5.1837
福田,1,0,8.693
福田,1,0,9.0589
福田,1,0,17.6403
福田,1,1,7.7999
福田,1,1,7.3225
福田,1,1,8.8073
福田,1,1,10.9417
福田,1,1,8.0383
福田,1,1,6.8235
福田,1,1,6.4994
福田,1,0,8.4413
福田,1,1,3.8648
福田,1,1,4.5701
福田,1,1,10.0591
福田,1,0,7.7037
福田,1,0,7.2463
福田,1,1,10.6696
福田,1,0,10.3469
福田,1,0,18.6736
福田,1,1,22.5365
福田,1,0,2.3919
福田,1,1,14.012
福田,1,1,6.1196
福田,1,0,10.5247
福田,1,1,5.749
福田,1,1,8.3324
福田,1,1,19.7855
福田,1,1,10.372
福田,1,1,4.7092
福田,1,1,6.7948
福田,1,1,8.1012
福田,1,0,9.0589
福田,1,1,5.2244
福田,1,1,6.1621
福田,1,1,9.8774
福田,1,0,6.1367
福田,1,1,8.966
福田,1,0,5.2957
福田,1,1,9.0932
福田,1,1,8.6745
福田,1,1,10.3337
福田,1,1,5.3404
福田,1,1,9.5185
福田,1,1,5.0062
福田,1,1,5.6534
福田,1,1,4.6978
福田,1,1,11.5749
福田,1,1,11.8343
福田,1,1,5.7851
福田,1,0,8.3222
福田,1,0,10.5982
福田,1,1,13.362
福田,1,1,5.1444
福田,1,1,4.2722
福田,1,1,9.3514
福田,1,1,4.3213
福田,1,1,14.2976
福田,1,1,5.9312
福田,1,1,16.6794
福田,1,1,7.685
福田,1,1,6.8268
福田,1,0,9.2041
福田,1,0,7.302
福田,1,0,8.2561
福田,1,0,2.4285
福田,1,0,9.7883
福田,1,1,11.4383
福田,1,1,5.4957
福田,1,1,10.7799
福田,1,1,11.3318
福田,1,1,13.7471
福田,1,0,7.6003
福田,1,1,10.2049
福田,1,0,11.0137
福田,1,1,3.8027
福田,1,0,8.5421
福田,1,1,5.6395
福田,1,1,8.2849
福田,1,0,5.806
福田,1,1,4.6654
福田,1,1,7.2222
福田,1,1,15.2663
福田,0,0,10.0236
福田,1,0,9.4064
福田,1,1,13.0291
福田,1,1,6.266
福田,1,1,6.9278
福田,1,0,7.6107
福田,1,0,3.9116
福田,1,1,6.1401
福田,1,0,5.9307
福田,1,1,5.7136
福田,1,1,12.7704
福田,1,1,17.6247
福田,1,0,10.8
福田,1,0,10.3988
福田,1,1,9.8621
福田,1,0,2.44
福田,1,0,6.2658
福田,1,1,3.5313
福田,1,1,9.6073
福田,1,1,14.0156
福田,1,1,7.9412
福田,1,0,6.2206
福田,1,1,9.2211
福田,1,1,9.09
福田,1,0,10.1119
福田,1,0,5.3958
福田,1,1,17.5937
福田,1,1,15.2838
福田,1,1,3.8364
福田,1,1,13.5959
福田,1,0,7.6851
福田,1,0,6.5822
福田,1,1,10.7832
福田,1,0,1.5873
福田,1,1,5.1538
福田,1,1,16.6459
福田,1,1,7.8727
福田,1,1,2.0085
福田,1,0,9.4294
福田,1,0,7.7626
福田,1,1,13.0217
福田,1,0,10.6321
福田,1,1,10.8727
福田,1,0,6.055
福田,1,1,8.6796
福田,1,0,15.9349
福田,1,1,9.6865
福田,1,1,5.7103
福田,1,1,5.957
福田,1,0,8.2464
福田,1,1,11.4895
福田,1,0,3.8037
福田,1,1,8.5588
福田,1,1,15.82
福田,1,1,11.3806
福田,1,1,5.372
福田,1,1,6.4499
福田,1,0,7.931
福田,1,1,6.7521
福田,1,0,7.3913
福田,1,0,10.2239
福田,1,1,5.131
福田,1,1,6.3679
福田,1,1,5.007
福田,1,1,13.0208
福田,1,1,5.6734
福田,1,0,13.4662
福田,1,1,10.2441
