district,roomnum,hall,AREA,C_floor,school,subway,per_price,total_price,source_file,is_near_subway
光明,3,2,85.0,high,0,1,5.8589,498.0,sz_guangming_2025.xlsx,1
光明,3,2,102.47,middle,0,1,5.2503,538.0,sz_guangming_2025.xlsx,1
光明,4,2,124.42,middle,0,1,4.7421,590.0,sz_guangming_2025.xlsx,1
光明,3,2,85.49,high,0,1,3.4507,295.0,sz_guangming_2025.xlsx,1
光明,3,2,85.0,high,0,1,5.7059,485.0,sz_guangming_2025.xlsx,1
光明,4,2,116.25,low,0,1,4.8173,560.0,sz_guangming_2025.xlsx,1
光明,3,2,89.63,low,0,1,5.0095,449.0,sz_guangming_2025.xlsx,1
光明,4,2,137.08,high,0,1,4.7418,650.0,sz_guangming_2025.xlsx,1
光明,1,1,42.68,middle,0,0,1.2418,53.0,sz_guangming_2025.xlsx,0
光明,3,2,57.96,high,0,0,1.5528,90.0,sz_guangming_2025.xlsx,0
光明,4,2,124.39,low,0,1,4.2448,528.0,sz_guangming_2025.xlsx,1
光明,5,2,109.01,low,0,1,5.6876,620.0,sz_guangming_2025.xlsx,1
光明,3,2,100.5,low,0,0,4.3782,440.0,sz_guangming_2025.xlsx,0
光明,3,2,79.88,low,0,1,4.607,368.0,sz_guangming_2025.xlsx,1
光明,3,2,88.36,low,0,1,5.1834,458.0,sz_guangming_2025.xlsx,1
光明,3,2,93.18,high,0,1,2.844,265.0,sz_guangming_2025.xlsx,1
光明,4,2,87.26,low,0,1,4.011,350.0,sz_guangming_2025.xlsx,1
光明,4,2,87.88,high,0,1,5.6327,495.0,sz_guangming_2025.xlsx,1
光明,2,2,63.53,middle,0,0,2.2824,145.0,sz_guangming_2025.xlsx,0
光明,3,2,88.48,low,0,1,3.7297,330.0,sz_guangming_2025.xlsx,1
光明,3,2,93.0,low,0,1,5.3549,498.0,sz_guangming_2025.xlsx,1
光明,4,2,87.63,middle,0,1,4.1652,365.0,sz_guangming_2025.xlsx,1
光明,3,2,89.86,middle,0,1,4.763,428.0,sz_guangming_2025.xlsx,1
光明,4,2,115.78,low,0,1,5.0096,580.0,sz_guangming_2025.xlsx,1
光明,3,2,89.51,high,0,1,4.1113,368.0,sz_guangming_2025.xlsx,1
光明,3,2,89.26,low,0,1,4.3132,385.0,sz_guangming_2025.xlsx,1
光明,4,2,83.57,middle,1,0,5.8155,486.0,sz_guangming_2025.xlsx,0
光明,4,2,127.75,low,0,0,4.3052,550.0,sz_guangming_2025.xlsx,0
光明,3,2,84.83,low,0,1,4.6682,396.0,sz_guangming_2025.xlsx,1
光明,4,2,127.69,low,0,1,5.482,700.0,sz_guangming_2025.xlsx,1
光明,3,2,88.64,middle,0,1,4.0388,358.0,sz_guangming_2025.xlsx,1
光明,2,2,64.9,middle,0,1,3.8521,250.0,sz_guangming_2025.xlsx,1
光明,4,2,121.0,middle,1,1,2.2149,268.0,sz_guangming_2025.xlsx,1
光明,3,2,98.98,high,0,1,4.021,398.0,sz_guangming_2025.xlsx,1
光明,3,2,95.3,low,0,1,4.1973,400.0,sz_guangming_2025.xlsx,1
光明,3,2,88.59,low,1,1,3.8379,340.0,sz_guangming_2025.xlsx,1
光明,3,2,88.59,low,1,1,4.391,389.0,sz_guangming_2025.xlsx,1
光明,4,2,126.6,high,0,1,4.1469,525.0,sz_guangming_2025.xlsx,1
光明,3,1,88.64,high,0,1,4.2194,374.0,sz_guangming_2025.xlsx,1
光明,3,2,87.83,low,1,1,4.0419,355.0,sz_guangming_2025.xlsx,1
光明,2,1,42.45,middle,0,0,2.1673,92.0,sz_guangming_2025.xlsx,0
光明,4,2,88.0,middle,1,0,5.1137,450.0,sz_guangming_2025.xlsx,0
光明,3,2,101.96,low,0,1,5.4924,560.0,sz_guangming_2025.xlsx,1
光明,3,2,80.74,middle,0,1,4.4588,360.0,sz_guangming_2025.xlsx,1
光明,3,2,94.4,middle,0,0,3.231,305.0,sz_guangming_2025.xlsx,0
光明,3,2,85.49,middle,0,1,3.5677,305.0,sz_guangming_2025.xlsx,1
光明,3,2,84.84,middle,0,1,5.422,460.0,sz_guangming_2025.xlsx,1
光明,4,2,118.51,middle,0,1,5.5523,658.0,sz_guangming_2025.xlsx,1
光明,3,2,85.01,high,0,1,5.0582,430.0,sz_guangming_2025.xlsx,1
光明,2,2,70.13,middle,1,0,3.9213,275.0,sz_guangming_2025.xlsx,0
光明,1,1,40.99,high,1,1,4.1474,170.0,sz_guangming_2025.xlsx,1
光明,3,2,84.83,low,0,1,4.6917,398.0,sz_guangming_2025.xlsx,1
光明,3,2,89.35,high,0,1,5.8198,520.0,sz_guangming_2025.xlsx,1
光明,3,2,87.32,middle,0,1,5.4398,475.0,sz_guangming_2025.xlsx,1
光明,4,1,146.21,low,0,1,4.2268,618.0,sz_guangming_2025.xlsx,1
光明,4,2,127.46,low,1,1,3.5305,450.0,sz_guangming_2025.xlsx,1
光明,4,2,88.12,middle,1,1,4.4031,388.0,sz_guangming_2025.xlsx,1
光明,3,2,102.83,middle,0,0,3.8705,398.0,sz_guangming_2025.xlsx,0
光明,3,2,89.0,low,0,0,4.045,360.0,sz_guangming_2025.xlsx,0
光明,3,2,82.29,middle,1,1,4.8609,400.0,sz_guangming_2025.xlsx,1
光明,3,2,95.4,high,0,1,4.455,425.0,sz_guangming_2025.xlsx,1
光明,3,2,87.6,low,0,0,3.5274,309.0,sz_guangming_2025.xlsx,0
光明,4,2,65.66,high,0,1,2.117,139.0,sz_guangming_2025.xlsx,1
光明,2,2,59.81,middle,1,1,3.9793,238.0,sz_guangming_2025.xlsx,1
光明,4,2,87.0,high,1,0,5.9771,520.0,sz_guangming_2025.xlsx,0
光明,3,2,95.3,high,0,1,4.3547,415.0,sz_guangming_2025.xlsx,1
光明,3,2,85.49,high,0,1,3.9771,340.0,sz_guangming_2025.xlsx,1
光明,3,2,88.35,low,1,0,4.0747,360.0,sz_guangming_2025.xlsx,0
光明,3,2,89.81,high,0,1,4.0085,360.0,sz_guangming_2025.xlsx,1
光明,4,2,121.68,middle,0,1,7.38,898.0,sz_guangming_2025.xlsx,1
光明,4,2,87.55,low,1,0,4.1691,365.0,sz_guangming_2025.xlsx,0
光明,4,2,115.3,high,0,1,4.5534,525.0,sz_guangming_2025.xlsx,1
光明,3,2,92.72,middle,0,1,5.1769,480.0,sz_guangming_2025.xlsx,1
光明,4,2,101.65,middle,0,1,6.6896,680.0,sz_guangming_2025.xlsx,1
光明,3,2,88.57,high,0,1,3.8614,342.0,sz_guangming_2025.xlsx,1
光明,2,1,89.03,middle,0,0,3.819,340.0,sz_guangming_2025.xlsx,0
光明,4,2,131.64,high,1,1,3.5703,470.0,sz_guangming_2025.xlsx,1
光明,4,2,109.93,middle,0,0,3.9116,430.0,sz_guangming_2025.xlsx,0
光明,3,2,85.98,high,1,0,3.9311,338.0,sz_guangming_2025.xlsx,0
光明,3,1,59.92,middle,0,1,2.3031,138.0,sz_guangming_2025.xlsx,1
光明,4,2,110.0,high,0,1,4.1818,460.0,sz_guangming_2025.xlsx,1
光明,3,2,84.83,low,0,1,4.6564,395.0,sz_guangming_2025.xlsx,1
光明,4,2,108.77,high,0,1,4.5969,500.0,sz_guangming_2025.xlsx,1
光明,3,2,98.36,high,0,1,3.8634,380.0,sz_guangming_2025.xlsx,1
光明,4,2,109.93,high,0,0,4.0935,450.0,sz_guangming_2025.xlsx,0
光明,4,2,150.07,low,0,1,4.6512,698.0,sz_guangming_2025.xlsx,1
光明,4,2,127.87,middle,0,1,3.5975,460.0,sz_guangming_2025.xlsx,1
光明,5,2,157.24,high,1,1,4.3246,680.0,sz_guangming_2025.xlsx,1
光明,4,2,124.54,high,0,1,4.6491,579.0,sz_guangming_2025.xlsx,1
光明,3,2,93.01,middle,0,1,5.5908,520.0,sz_guangming_2025.xlsx,1
光明,5,2,177.13,high,1,0,5.5327,980.0,sz_guangming_2025.xlsx,0
光明,3,2,93.53,high,0,1,4.4906,420.0,sz_guangming_2025.xlsx,1
光明,4,1,109.22,low,0,0,3.8913,425.0,sz_guangming_2025.xlsx,0
光明,3,2,88.04,low,0,0,3.4076,300.0,sz_guangming_2025.xlsx,0
光明,4,2,143.48,middle,0,0,3.903,560.0,sz_guangming_2025.xlsx,0
光明,3,2,96.6,high,0,1,3.7268,360.0,sz_guangming_2025.xlsx,1
光明,4,2,127.5,high,0,1,5.0981,650.0,sz_guangming_2025.xlsx,1
光明,3,2,89.86,middle,0,1,5.0968,458.0,sz_guangming_2025.xlsx,1
光明,3,2,98.98,high,0,1,4.0211,398.0,sz_guangming_2025.xlsx,1
光明,2,1,37.23,low,0,0,2.4175,90.0,sz_guangming_2025.xlsx,0
光明,4,2,104.27,high,0,1,5.9462,620.0,sz_guangming_2025.xlsx,1
光明,4,2,102.21,low,0,1,5.3811,550.0,sz_guangming_2025.xlsx,1
光明,4,2,87.53,low,1,0,4.3414,380.0,sz_guangming_2025.xlsx,0
光明,4,2,164.36,middle,1,1,5.4697,899.0,sz_guangming_2025.xlsx,1
光明,3,2,89.67,high,0,1,5.1522,462.0,sz_guangming_2025.xlsx,1
光明,3,2,89.32,low,0,1,4.0305,360.0,sz_guangming_2025.xlsx,1
光明,3,2,81.0,low,0,1,4.1852,339.0,sz_guangming_2025.xlsx,1
光明,5,3,160.06,high,0,1,4.236,678.0,sz_guangming_2025.xlsx,1
光明,3,2,84.1,middle,0,1,5.113,430.0,sz_guangming_2025.xlsx,1
光明,3,2,96.0,low,0,1,3.4375,330.0,sz_guangming_2025.xlsx,1
光明,3,2,86.59,high,0,0,3.7534,325.0,sz_guangming_2025.xlsx,0
光明,3,2,89.68,middle,1,1,4.8952,439.0,sz_guangming_2025.xlsx,1
光明,3,1,97.34,high,0,1,4.1094,400.0,sz_guangming_2025.xlsx,1
光明,4,2,120.0,low,0,1,6.5,780.0,sz_guangming_2025.xlsx,1
光明,6,2,253.36,high,1,1,7.4993,1900.0,sz_guangming_2025.xlsx,1
光明,4,2,115.3,high,0,1,4.536,523.0,sz_guangming_2025.xlsx,1
光明,4,2,87.29,high,1,1,5.0979,445.0,sz_guangming_2025.xlsx,1
光明,4,2,120.12,middle,0,0,5.1532,619.0,sz_guangming_2025.xlsx,0
光明,3,2,89.21,high,0,1,4.5062,402.0,sz_guangming_2025.xlsx,1
光明,3,2,95.43,high,0,0,3.8563,368.0,sz_guangming_2025.xlsx,0
光明,3,2,95.61,high,0,1,4.1732,399.0,sz_guangming_2025.xlsx,1
光明,4,2,111.34,high,1,1,4.4907,500.0,sz_guangming_2025.xlsx,1
光明,2,1,44.98,high,1,1,3.5572,160.0,sz_guangming_2025.xlsx,1
光明,4,3,115.15,high,0,1,6.8432,788.0,sz_guangming_2025.xlsx,1
光明,3,2,89.81,middle,0,1,3.6744,330.0,sz_guangming_2025.xlsx,1
光明,2,2,77.05,middle,1,1,2.1026,162.0,sz_guangming_2025.xlsx,1
光明,3,2,95.18,middle,0,1,5.7785,550.0,sz_guangming_2025.xlsx,1
光明,3,2,89.0,middle,1,1,3.1461,280.0,sz_guangming_2025.xlsx,1
光明,2,2,79.94,low,0,0,4.1907,335.0,sz_guangming_2025.xlsx,0
光明,3,2,155.43,middle,1,1,5.7904,900.0,sz_guangming_2025.xlsx,1
光明,4,2,111.4,middle,0,1,6.0862,678.0,sz_guangming_2025.xlsx,1
光明,3,2,89.0,high,0,0,4.8877,435.0,sz_guangming_2025.xlsx,0
光明,3,2,88.08,high,0,0,3.8602,340.0,sz_guangming_2025.xlsx,0
光明,2,2,91.03,middle,0,0,3.6142,329.0,sz_guangming_2025.xlsx,0
光明,5,2,128.0,low,0,1,6.1329,785.0,sz_guangming_2025.xlsx,1
光明,4,2,125.97,high,0,1,4.7472,598.0,sz_guangming_2025.xlsx,1
光明,4,2,128.0,high,0,0,3.3594,430.0,sz_guangming_2025.xlsx,0
光明,3,2,102.82,high,0,0,3.5888,369.0,sz_guangming_2025.xlsx,0
光明,4,2,124.42,middle,0,1,4.9832,620.0,sz_guangming_2025.xlsx,1
光明,3,2,88.66,low,0,0,4.2861,380.0,sz_guangming_2025.xlsx,0
光明,2,1,42.33,middle,0,1,2.4806,105.0,sz_guangming_2025.xlsx,1
光明,3,2,80.74,middle,0,1,3.8395,310.0,sz_guangming_2025.xlsx,1
光明,4,2,138.75,middle,0,1,4.901,680.0,sz_guangming_2025.xlsx,1
光明,3,2,94.43,low,0,1,3.8124,360.0,sz_guangming_2025.xlsx,1
光明,3,2,95.61,middle,0,1,4.8113,460.0,sz_guangming_2025.xlsx,1
光明,2,1,45.84,high,0,1,2.7269,125.0,sz_guangming_2025.xlsx,1
光明,3,2,89.86,high,0,1,5.5642,500.0,sz_guangming_2025.xlsx,1
光明,3,1,94.14,low,0,1,4.982,469.0,sz_guangming_2025.xlsx,1
光明,3,2,81.32,middle,0,1,3.6892,300.0,sz_guangming_2025.xlsx,1
光明,3,2,97.34,high,0,1,4.4072,429.0,sz_guangming_2025.xlsx,1
光明,3,2,89.0,middle,0,1,4.2697,380.0,sz_guangming_2025.xlsx,1
光明,3,2,95.62,low,0,1,3.127,299.0,sz_guangming_2025.xlsx,1
光明,3,2,92.74,high,0,1,5.1758,480.0,sz_guangming_2025.xlsx,1
光明,2,2,48.32,low,0,1,1.9661,95.0,sz_guangming_2025.xlsx,1
光明,3,2,92.83,low,0,1,6.1403,570.0,sz_guangming_2025.xlsx,1
光明,3,2,84.84,middle,0,1,4.8326,410.0,sz_guangming_2025.xlsx,1
光明,3,2,88.64,low,0,1,4.2645,378.0,sz_guangming_2025.xlsx,1
光明,4,2,135.75,low,0,1,5.1566,700.0,sz_guangming_2025.xlsx,1
光明,1,1,38.0,low,0,1,4.1579,158.0,sz_guangming_2025.xlsx,1
光明,4,2,102.35,middle,0,1,5.5496,568.0,sz_guangming_2025.xlsx,1
光明,4,2,105.84,middle,1,1,2.74,290.0,sz_guangming_2025.xlsx,1
光明,3,2,72.0,low,0,1,3.5834,258.0,sz_guangming_2025.xlsx,1
光明,4,2,120.22,low,0,0,3.8263,460.0,sz_guangming_2025.xlsx,0
光明,3,2,88.77,low,0,1,4.0555,360.0,sz_guangming_2025.xlsx,1
光明,4,2,120.12,low,0,0,4.5788,550.0,sz_guangming_2025.xlsx,0
光明,3,2,88.57,middle,0,1,4.2904,380.0,sz_guangming_2025.xlsx,1
光明,4,2,109.85,high,0,0,3.6231,398.0,sz_guangming_2025.xlsx,0
光明,4,2,117.41,middle,1,1,4.4289,520.0,sz_guangming_2025.xlsx,1
光明,4,2,111.69,middle,0,1,5.3721,600.0,sz_guangming_2025.xlsx,1
光明,3,2,84.97,middle,0,1,5.1783,440.0,sz_guangming_2025.xlsx,1
光明,3,2,81.39,low,1,1,4.3003,350.0,sz_guangming_2025.xlsx,1
光明,4,2,111.15,middle,0,1,4.5884,510.0,sz_guangming_2025.xlsx,1
光明,4,2,113.0,high,0,1,4.5841,518.0,sz_guangming_2025.xlsx,1
光明,4,2,108.96,high,0,1,5.4607,595.0,sz_guangming_2025.xlsx,1
光明,3,2,88.64,high,0,1,4.1742,370.0,sz_guangming_2025.xlsx,1
光明,3,2,85.0,high,0,1,3.9765,338.0,sz_guangming_2025.xlsx,1
光明,3,2,89.62,low,1,1,3.7938,340.0,sz_guangming_2025.xlsx,1
光明,3,2,92.72,middle,0,1,5.9319,550.0,sz_guangming_2025.xlsx,1
光明,3,2,93.1,middle,0,1,4.6187,430.0,sz_guangming_2025.xlsx,1
光明,3,2,84.09,high,1,1,5.1136,430.0,sz_guangming_2025.xlsx,1
光明,4,2,115.3,middle,0,1,4.5794,528.0,sz_guangming_2025.xlsx,1
光明,3,2,95.62,low,0,1,3.5453,339.0,sz_guangming_2025.xlsx,1
光明,3,2,85.01,middle,0,1,4.9994,425.0,sz_guangming_2025.xlsx,1
光明,3,1,94.94,middle,0,1,4.5818,435.0,sz_guangming_2025.xlsx,1
光明,3,2,84.09,low,0,1,5.3396,449.0,sz_guangming_2025.xlsx,1
光明,3,2,89.26,middle,0,1,4.1452,370.0,sz_guangming_2025.xlsx,1
光明,4,2,115.78,low,0,1,4.7504,550.0,sz_guangming_2025.xlsx,1
光明,3,2,94.83,low,0,1,4.0072,380.0,sz_guangming_2025.xlsx,1
光明,3,2,80.05,middle,0,0,3.7477,300.0,sz_guangming_2025.xlsx,0
光明,3,2,49.69,high,0,1,2.0528,102.0,sz_guangming_2025.xlsx,1
光明,3,2,88.0,high,0,1,3.7045,326.0,sz_guangming_2025.xlsx,1
光明,2,2,70.47,high,0,1,3.3773,238.0,sz_guangming_2025.xlsx,1
光明,3,2,89.07,middle,1,0,3.2559,290.0,sz_guangming_2025.xlsx,0
光明,3,2,92.43,middle,0,1,5.4095,500.0,sz_guangming_2025.xlsx,1
光明,3,2,71.7,high,0,1,3.8912,279.0,sz_guangming_2025.xlsx,1
光明,2,1,42.2,middle,0,1,3.5546,150.0,sz_guangming_2025.xlsx,1
光明,3,2,88.89,middle,0,1,5.175,460.0,sz_guangming_2025.xlsx,1
光明,4,2,107.0,high,0,0,4.6542,498.0,sz_guangming_2025.xlsx,0
光明,3,1,38.42,high,0,1,2.2905,88.0,sz_guangming_2025.xlsx,1
光明,4,2,139.26,middle,0,0,4.1649,580.0,sz_guangming_2025.xlsx,0
光明,2,2,67.24,middle,1,0,3.8667,260.0,sz_guangming_2025.xlsx,0
光明,3,2,89.62,low,0,1,5.356,480.0,sz_guangming_2025.xlsx,1
光明,4,2,117.34,low,0,1,6.2213,730.0,sz_guangming_2025.xlsx,1
光明,3,2,84.09,high,0,1,4.626,389.0,sz_guangming_2025.xlsx,1
光明,3,2,81.71,low,0,0,3.8551,315.0,sz_guangming_2025.xlsx,0
光明,4,2,87.13,low,1,1,4.4991,392.0,sz_guangming_2025.xlsx,1
光明,4,2,115.13,middle,0,1,4.6904,540.0,sz_guangming_2025.xlsx,1
光明,3,2,89.78,middle,0,0,3.8762,348.0,sz_guangming_2025.xlsx,0
光明,4,2,104.27,high,0,1,5.4666,570.0,sz_guangming_2025.xlsx,1
光明,3,2,85.49,low,0,1,3.6262,310.0,sz_guangming_2025.xlsx,1
光明,3,1,89.8,high,0,1,4.6771,420.0,sz_guangming_2025.xlsx,1
光明,3,2,89.69,low,1,1,5.1288,460.0,sz_guangming_2025.xlsx,1
光明,5,2,140.31,high,1,0,3.9199,550.0,sz_guangming_2025.xlsx,0
光明,3,2,96.38,low,0,1,4.5134,435.0,sz_guangming_2025.xlsx,1
光明,3,2,84.1,middle,0,1,5.7075,480.0,sz_guangming_2025.xlsx,1
光明,3,2,97.82,middle,0,1,4.8048,470.0,sz_guangming_2025.xlsx,1
光明,3,2,94.14,low,0,1,3.8348,361.0,sz_guangming_2025.xlsx,1
光明,4,2,117.71,low,0,1,4.5026,530.0,sz_guangming_2025.xlsx,1
光明,4,2,108.4,high,0,1,5.2399,568.0,sz_guangming_2025.xlsx,1
龙岗,4,2,110.45,middle,0,1,4.708,520.0,sz_longgang_2025.xlsx,1
龙岗,3,2,86.31,middle,0,1,4.8661,420.0,sz_longgang_2025.xlsx,1
龙岗,3,2,100.44,low,0,1,4.5798,460.0,sz_longgang_2025.xlsx,1
龙岗,3,2,97.8,middle,0,1,5.0,489.0,sz_longgang_2025.xlsx,1
龙岗,3,2,94.83,high,0,1,4.3235,410.0,sz_longgang_2025.xlsx,1
龙岗,3,2,97.29,low,0,1,5.0364,490.0,sz_longgang_2025.xlsx,1
龙岗,3,2,88.57,high,1,1,3.8387,340.0,sz_longgang_2025.xlsx,1
龙岗,2,2,76.9,high,1,1,5.2145,401.0,sz_longgang_2025.xlsx,1
龙岗,4,2,87.92,high,1,1,5.1182,450.0,sz_longgang_2025.xlsx,1
龙岗,2,2,74.62,middle,0,1,3.5245,263.0,sz_longgang_2025.xlsx,1
龙岗,3,2,70.0,middle,1,1,3.7142,260.0,sz_longgang_2025.xlsx,1
龙岗,2,2,55.71,middle,1,1,2.6386,147.0,sz_longgang_2025.xlsx,1
龙岗,2,2,77.0,high,1,1,2.5064,193.0,sz_longgang_2025.xlsx,1
龙岗,3,2,76.46,high,1,1,5.4276,415.0,sz_longgang_2025.xlsx,1
龙岗,3,2,81.0,high,0,1,3.4691,281.0,sz_longgang_2025.xlsx,1
龙岗,4,2,87.4,high,0,1,3.421,299.0,sz_longgang_2025.xlsx,1
龙岗,2,2,68.01,low,0,1,3.97,270.0,sz_longgang_2025.xlsx,1
龙岗,3,2,80.0,high,1,1,3.45,276.0,sz_longgang_2025.xlsx,1
龙岗,2,2,82.51,low,1,1,4.4237,365.0,sz_longgang_2025.xlsx,1
龙岗,3,2,108.64,middle,0,0,2.4944,271.0,sz_longgang_2025.xlsx,0
龙岗,3,2,96.0,middle,0,1,3.3854,325.0,sz_longgang_2025.xlsx,1
龙岗,3,2,88.97,middle,0,1,3.3719,300.0,sz_longgang_2025.xlsx,1
龙岗,3,2,103.02,low,1,0,2.6014,268.0,sz_longgang_2025.xlsx,0
龙岗,3,2,88.97,low,1,1,2.5851,230.0,sz_longgang_2025.xlsx,1
龙岗,3,2,88.96,middle,1,1,3.1362,279.0,sz_longgang_2025.xlsx,1
龙岗,3,2,130.57,high,1,0,3.0558,399.0,sz_longgang_2025.xlsx,0
龙岗,3,2,85.0,middle,0,1,3.5294,300.0,sz_longgang_2025.xlsx,1
龙岗,3,2,95.0,middle,0,0,2.1644,205.62,sz_longgang_2025.xlsx,0
龙岗,3,2,76.9,low,1,1,3.8361,295.0,sz_longgang_2025.xlsx,1
龙岗,3,2,69.45,low,1,1,4.7516,330.0,sz_longgang_2025.xlsx,1
龙岗,3,2,119.35,high,1,1,2.9409,351.0,sz_longgang_2025.xlsx,1
龙岗,3,2,82.0,low,0,0,3.0609,251.0,sz_longgang_2025.xlsx,0
龙岗,3,2,108.8,high,1,1,2.022,220.0,sz_longgang_2025.xlsx,1
龙岗,3,2,79.09,high,1,1,5.5632,440.0,sz_longgang_2025.xlsx,1
龙岗,3,2,88.43,low,0,0,5.0887,450.0,sz_longgang_2025.xlsx,0
龙岗,4,2,89.81,high,0,1,5.3223,478.0,sz_longgang_2025.xlsx,1
龙岗,3,2,90.0,middle,1,1,4.0,360.0,sz_longgang_2025.xlsx,1
龙岗,3,2,86.17,middle,0,1,2.7039,233.0,sz_longgang_2025.xlsx,1
龙岗,3,2,77.26,high,0,1,4.6725,361.0,sz_longgang_2025.xlsx,1
龙岗,3,2,88.15,high,1,1,5.1049,450.0,sz_longgang_2025.xlsx,1
龙岗,4,2,89.78,low,1,1,5.0122,450.0,sz_longgang_2025.xlsx,1
龙岗,3,2,88.06,high,1,1,5.1101,450.0,sz_longgang_2025.xlsx,1
龙岗,3,2,82.72,middle,1,1,5.44,450.0,sz_longgang_2025.xlsx,1
龙岗,3,2,87.14,high,0,0,3.4427,300.0,sz_longgang_2025.xlsx,0
龙岗,4,2,88.02,high,0,1,6.8052,599.0,sz_longgang_2025.xlsx,1
龙岗,3,2,89.09,low,0,1,3.1204,278.0,sz_longgang_2025.xlsx,1
龙岗,3,2,90.78,low,1,1,5.0671,460.0,sz_longgang_2025.xlsx,1
龙岗,3,2,87.22,high,1,1,4.4829,391.0,sz_longgang_2025.xlsx,1
龙岗,4,2,88.41,high,1,1,4.8637,430.0,sz_longgang_2025.xlsx,1
龙岗,3,2,90.97,low,0,1,5.2764,480.0,sz_longgang_2025.xlsx,1
龙岗,4,2,87.57,low,0,1,6.4519,565.0,sz_longgang_2025.xlsx,1
龙岗,3,2,88.34,high,1,1,4.1317,365.0,sz_longgang_2025.xlsx,1
龙岗,4,2,87.32,low,0,1,5.5886,488.0,sz_longgang_2025.xlsx,1
龙岗,3,2,87.79,low,1,1,3.5083,308.0,sz_longgang_2025.xlsx,1
龙岗,4,2,86.54,low,1,1,4.7376,410.0,sz_longgang_2025.xlsx,1
龙岗,3,2,89.0,low,1,1,3.5393,315.0,sz_longgang_2025.xlsx,1
龙岗,3,2,89.38,high,1,1,5.0346,450.0,sz_longgang_2025.xlsx,1
龙岗,3,2,92.21,high,1,1,2.4183,223.0,sz_longgang_2025.xlsx,1
龙岗,3,2,84.0,high,1,1,5.0,420.0,sz_longgang_2025.xlsx,1
龙岗,4,2,87.91,high,0,1,4.8686,428.0,sz_longgang_2025.xlsx,1
龙岗,3,2,89.48,low,0,1,3.7438,335.0,sz_longgang_2025.xlsx,1
龙岗,3,2,98.48,high,1,1,4.2648,420.0,sz_longgang_2025.xlsx,1
龙岗,3,2,89.0,high,1,0,3.4831,310.0,sz_longgang_2025.xlsx,0
龙岗,3,2,76.0,middle,1,1,4.7368,360.0,sz_longgang_2025.xlsx,1
龙岗,3,2,89.77,high,1,1,4.4558,400.0,sz_longgang_2025.xlsx,1
龙岗,3,2,89.0,high,1,1,4.3595,388.0,sz_longgang_2025.xlsx,1
龙岗,4,2,89.22,high,1,1,4.954,442.0,sz_longgang_2025.xlsx,1
龙岗,3,2,88.32,low,0,1,3.3514,296.0,sz_longgang_2025.xlsx,1
龙岗,3,2,89.5,low,1,1,4.9162,440.0,sz_longgang_2025.xlsx,1
龙岗,3,2,89.24,low,1,1,4.8744,435.0,sz_longgang_2025.xlsx,1
龙岗,4,2,87.83,low,0,1,7.1501,628.0,sz_longgang_2025.xlsx,1
龙岗,3,2,89.51,middle,1,1,5.9211,530.0,sz_longgang_2025.xlsx,1
龙岗,3,2,89.0,low,0,1,3.5393,315.0,sz_longgang_2025.xlsx,1
龙岗,4,2,127.9,high,1,1,5.3948,690.0,sz_longgang_2025.xlsx,1
龙岗,3,2,86.0,low,1,1,3.0232,260.0,sz_longgang_2025.xlsx,1
龙岗,3,2,88.44,high,1,1,6.6711,590.0,sz_longgang_2025.xlsx,1
龙岗,6,3,93.17,high,0,1,6.2251,580.0,sz_longgang_2025.xlsx,1
龙岗,3,2,85.28,high,1,1,5.0422,430.0,sz_longgang_2025.xlsx,1
龙岗,3,2,96.44,middle,1,1,4.9771,480.0,sz_longgang_2025.xlsx,1
龙岗,4,2,86.13,high,0,0,4.9924,430.0,sz_longgang_2025.xlsx,0
龙岗,3,2,88.44,low,0,0,3.2654,288.8,sz_longgang_2025.xlsx,0
龙岗,3,2,88.0,middle,1,0,2.7272,240.0,sz_longgang_2025.xlsx,0
龙岗,4,2,86.49,middle,0,1,6.5903,570.0,sz_longgang_2025.xlsx,1
龙岗,3,2,90.78,low,1,1,4.7367,430.0,sz_longgang_2025.xlsx,1
龙岗,3,2,94.55,middle,0,1,5.3939,510.0,sz_longgang_2025.xlsx,1
龙岗,3,2,85.77,high,1,1,2.6232,225.0,sz_longgang_2025.xlsx,1
龙岗,3,2,87.81,high,1,1,4.8969,430.0,sz_longgang_2025.xlsx,1
龙岗,3,2,105.19,low,1,1,4.2304,445.0,sz_longgang_2025.xlsx,1
龙岗,3,2,89.77,low,1,1,5.2356,470.0,sz_longgang_2025.xlsx,1
龙岗,3,2,89.61,low,0,1,5.881,527.0,sz_longgang_2025.xlsx,1
龙岗,3,2,104.58,low,0,0,4.6854,490.0,sz_longgang_2025.xlsx,0
龙岗,3,2,88.57,low,1,1,4.1549,368.0,sz_longgang_2025.xlsx,1
龙岗,3,2,89.5,high,1,1,4.7486,425.0,sz_longgang_2025.xlsx,1
龙岗,4,2,87.91,high,0,1,5.8013,510.0,sz_longgang_2025.xlsx,1
龙岗,3,2,84.67,low,0,0,4.736,401.0,sz_longgang_2025.xlsx,0
龙岗,3,2,89.16,high,1,1,4.262,380.0,sz_longgang_2025.xlsx,1
龙岗,4,2,87.03,low,0,1,7.1239,620.0,sz_longgang_2025.xlsx,1
龙岗,3,2,85.0,high,1,1,2.7647,235.0,sz_longgang_2025.xlsx,1
龙岗,3,2,87.66,middle,1,1,3.2055,281.0,sz_longgang_2025.xlsx,1
